"subject id","activity","signal name","mean","std"
7,"standing","tBodyAccJerkMag",-0.9734,-0.9686
7,"walking","tBodyAccJerkMag",-0.1929,-0.0276
7,"walking downstairs","tBodyAccJerkMag",-0.1703,0.0902
7,"walking upstairs","tBodyAccJerkMag",-0.4587,-0.4713
7,"laying","tBodyGyroMag",-0.9158,-0.9187
7,"sitting","tBodyGyroMag",-0.8979,-0.8981
7,"standing","tBodyGyroMag",-0.9434,-0.9184
7,"walking","tBodyGyroMag",-0.306,-0.1983
7,"walking downstairs","tBodyGyroMag",-0.1887,-0.2598
7,"walking upstairs","tBodyGyroMag",-0.2391,-0.4181
7,"laying","tBodyGyroJerkMag",-0.983,-0.9712
7,"sitting","tBodyGyroJerkMag",-0.9817,-0.9762
7,"standing","tBodyGyroJerkMag",-0.9774,-0.9721
7,"walking","tBodyGyroJerkMag",-0.3,-0.0953
7,"walking downstairs","tBodyGyroJerkMag",-0.3992,-0.2948
7,"walking upstairs","tBodyGyroJerkMag",-0.662,-0.6764
7,"laying","fBodyAcc X",-0.9534,-0.9311
7,"sitting","fBodyAcc X",-0.9727,-0.9729
7,"standing","fBodyAcc X",-0.9767,-0.9805
7,"walking","fBodyAcc X",-0.343,-0.322
7,"walking downstairs","fBodyAcc X",0.0443,0.073
7,"walking upstairs","fBodyAcc X",-0.3362,-0.2799
7,"laying","fBodyAcc Y",-0.9422,-0.9229
7,"sitting","fBodyAcc Y",-0.9315,-0.9046
7,"standing","fBodyAcc Y",-0.9419,-0.9191
7,"walking","fBodyAcc Y",-0.0642,-0.1437
7,"walking downstairs","fBodyAcc Y",-0.1453,-0.1902
7,"walking upstairs","fBodyAcc Y",-0.3816,-0.341
7,"laying","fBodyAcc Z",-0.9586,-0.9534
7,"sitting","fBodyAcc Z",-0.9047,-0.8441
7,"standing","fBodyAcc Z",-0.9386,-0.9124
7,"walking","fBodyAcc Z",0.0386,0.1333
7,"walking downstairs","fBodyAcc Z",-0.1392,-0.1001
7,"walking upstairs","fBodyAcc Z",-0.3175,-0.1249
7,"laying","fBodyAccJerk X",-0.9804,-0.9836
7,"sitting","fBodyAccJerk X",-0.982,-0.984
7,"standing","fBodyAccJerk X",-0.9763,-0.9787
7,"walking","fBodyAccJerk X",-0.3837,-0.3653
7,"walking downstairs","fBodyAccJerk X",-0.0305,-0.0043
7,"walking upstairs","fBodyAccJerk X",-0.4546,-0.427
7,"laying","fBodyAccJerk Y",-0.9725,-0.9759
7,"sitting","fBodyAccJerk Y",-0.9694,-0.9718
7,"standing","fBodyAccJerk Y",-0.9672,-0.9669
7,"walking","fBodyAccJerk Y",-0.1232,-0.0432
7,"walking downstairs","fBodyAccJerk Y",-0.3162,-0.3244
7,"walking upstairs","fBodyAccJerk Y",-0.5371,-0.5342
7,"laying","fBodyAccJerk Z",-0.9695,-0.9751
7,"sitting","fBodyAccJerk Z",-0.9685,-0.9747
7,"standing","fBodyAccJerk Z",-0.9682,-0.9745
7,"walking","fBodyAccJerk Z",-0.1065,-0.1908
7,"walking downstairs","fBodyAccJerk Z",-0.2965,-0.3978
7,"walking upstairs","fBodyAccJerk Z",-0.5818,-0.6319
7,"laying","fBodyGyro X",-0.9537,-0.9623
7,"sitting","fBodyGyro X",-0.9436,-0.9427
7,"standing","fBodyGyro X",-0.9381,-0.9479
7,"walking","fBodyGyro X",-0.3184,-0.5636
7,"walking downstairs","fBodyGyro X",-0.3393,-0.4327
7,"walking upstairs","fBodyGyro X",-0.3839,-0.3686
7,"laying","fBodyGyro Y",-0.9576,-0.9397
7,"sitting","fBodyGyro Y",-0.9567,-0.9382
7,"standing","fBodyGyro Y",-0.9575,-0.9458
7,"walking","fBodyGyro Y",-0.152,-0.2909
7,"walking downstairs","fBodyGyro Y",-0.2144,-0.3517
7,"walking upstairs","fBodyGyro Y",-0.5679,-0.58
7,"laying","fBodyGyro Z",-0.9569,-0.9589
7,"sitting","fBodyGyro Z",-0.9474,-0.9398
7,"standing","fBodyGyro Z",-0.9572,-0.9543
7,"walking","fBodyGyro Z",-0.3667,-0.4633
7,"walking downstairs","fBodyGyro Z",-0.2996,-0.4951
7,"walking upstairs","fBodyGyro Z",-0.4082,-0.3931
7,"laying","fBodyAccMag",-0.928,-0.9105
7,"sitting","fBodyAccMag",-0.909,-0.8869
7,"standing","fBodyAccMag",-0.9456,-0.9373
7,"walking","fBodyAccMag",-0.1512,-0.3517
7,"walking downstairs","fBodyAccMag",0.2189,0.0214
7,"walking upstairs","fBodyAccMag",-0.3786,-0.4153
7,"laying","fBodyBodyAccJerkMag",-0.9681,-0.9654
7,"sitting","fBodyBodyAccJerkMag",-0.971,-0.9685
7,"standing","fBodyBodyAccJerkMag",-0.9674,-0.9691
7,"walking","fBodyBodyAccJerkMag",-0.0384,-0.0221
7,"walking downstairs","fBodyBodyAccJerkMag",0.0674,0.1079
7,"walking upstairs","fBodyBodyAccJerkMag",-0.4548,-0.4974
7,"laying","fBodyBodyGyroMag",-0.9411,-0.9189
7,"sitting","fBodyBodyGyroMag",-0.9331,-0.8958
7,"standing","fBodyBodyGyroMag",-0.9387,-0.9198
7,"walking","fBodyBodyGyroMag",-0.1929,-0.3439
7,"walking downstairs","fBodyBodyGyroMag",-0.255,-0.3969
7,"walking upstairs","fBodyBodyGyroMag",-0.534,-0.445
7,"laying","fBodyBodyGyroJerkMag",-0.9741,-0.9694
7,"sitting","fBodyBodyGyroJerkMag",-0.9786,-0.975
7,"standing","fBodyBodyGyroJerkMag",-0.9737,-0.9719
7,"walking","fBodyBodyGyroJerkMag",-0.1553,-0.0842
7,"walking downstairs","fBodyBodyGyroJerkMag",-0.2891,-0.3535
7,"walking upstairs","fBodyBodyGyroJerkMag",-0.6733,-0.7041
8,"laying","tBodyAcc X",0.2613,-0.943
8,"sitting","tBodyAcc X",0.2675,-0.979
8,"standing","tBodyAcc X",0.2796,-0.9888
8,"walking","tBodyAcc X",0.2747,-0.1736
8,"walking downstairs","tBodyAcc X",0.2835,0.0241
8,"walking upstairs","tBodyAcc X",0.2589,-0.1717
8,"laying","tBodyAcc Y",-0.0212,-0.9349
8,"sitting","tBodyAcc Y",-0.0067,-0.9273
8,"standing","tBodyAcc Y",-0.0148,-0.9385
8,"walking","tBodyAcc Y",-0.0187,0.3808
8,"walking downstairs","tBodyAcc Y",-0.0211,0.3438
8,"walking upstairs","tBodyAcc Y",-0.0282,0.3488
8,"laying","tBodyAcc Z",-0.1022,-0.9325
8,"sitting","tBodyAcc Z",-0.1045,-0.9396
8,"standing","tBodyAcc Z",-0.1061,-0.9261
8,"walking","tBodyAcc Z",-0.1073,-0.1421
8,"walking downstairs","tBodyAcc Z",-0.1076,0.1337
8,"walking upstairs","tBodyAcc Z",-0.1151,0.1212
8,"laying","tGravityAcc X",-0.4059,-0.9189
8,"sitting","tGravityAcc X",0.8325,-0.9668
8,"standing","tGravityAcc X",0.9577,-0.9877
8,"walking","tGravityAcc X",0.9136,-0.9748
8,"walking downstairs","tGravityAcc X",0.914,-0.9458
8,"walking upstairs","tGravityAcc X",0.8604,-0.9267
8,"laying","tGravityAcc Y",0.5899,-0.958
8,"sitting","tGravityAcc Y",0.2401,-0.9375
8,"standing","tGravityAcc Y",-0.0905,-0.9589
8,"walking","tGravityAcc Y",-0.2171,-0.9568
8,"walking downstairs","tGravityAcc Y",-0.1876,-0.9416
8,"walking upstairs","tGravityAcc Y",-0.2913,-0.931
8,"laying","tGravityAcc Z",0.7198,-0.9418
8,"sitting","tGravityAcc Z",0.2639,-0.9355
8,"standing","tGravityAcc Z",-0.0979,-0.9183
8,"walking","tGravityAcc Z",-0.1863,-0.9566
8,"walking downstairs","tGravityAcc Z",-0.1418,-0.8972
8,"walking upstairs","tGravityAcc Z",-0.1923,-0.8762
8,"laying","tBodyAccJerk X",0.0878,-0.9733
8,"sitting","tBodyAccJerk X",0.0787,-0.9852
8,"standing","tBodyAccJerk X",0.0754,-0.9892
8,"walking","tBodyAccJerk X",0.0703,-0.2587
8,"walking downstairs","tBodyAccJerk X",0.1189,0.2501
8,"walking upstairs","tBodyAccJerk X",0.0814,-0.1866
8,"laying","tBodyAccJerk Y",0.0233,-0.9765
8,"sitting","tBodyAccJerk Y",-0.0066,-0.9808
8,"standing","tBodyAccJerk Y",0.0081,-0.9764
8,"walking","tBodyAccJerk Y",-0.006,0.234
8,"walking downstairs","tBodyAccJerk Y",-0.038,0.2881
8,"walking upstairs","tBodyAccJerk Y",0.0141,-0.0124
8,"laying","tBodyAccJerk Z",-0.0169,-0.9661
8,"sitting","tBodyAccJerk Z",-0.0107,-0.9853
8,"standing","tBodyAccJerk Z",0.0032,-0.9826
8,"walking","tBodyAccJerk Z",-7e-04,-0.3832
8,"walking downstairs","tBodyAccJerk Z",-0.0394,-0.0135
8,"walking upstairs","tBodyAccJerk Z",-0.0675,-0.4475
8,"laying","tBodyGyro X",0.0054,-0.9652
8,"sitting","tBodyGyro X",-0.0547,-0.9845
8,"standing","tBodyGyro X",-0.022,-0.973
8,"walking","tBodyGyro X",0.0235,-0.1992
8,"walking downstairs","tBodyGyro X",-0.1212,-0.2584
8,"walking upstairs","tBodyGyro X",0.1927,-0.3674
8,"laying","tBodyGyro Y",-0.0891,-0.952
8,"sitting","tBodyGyro Y",-0.0955,-0.9715
8,"standing","tBodyGyro Y",-0.028,-0.9694
8,"walking","tBodyGyro Y",-0.0958,-0.212
8,"walking downstairs","tBodyGyro Y",-0.0501,0.0243
8,"walking upstairs","tBodyGyro Y",-0.2042,-0.0667
8,"laying","tBodyGyro Z",0.1382,-0.9676
8,"sitting","tBodyGyro Z",0.0716,-0.9596
8,"standing","tBodyGyro Z",0.0637,-0.9741
8,"walking","tBodyGyro Z",0.051,-0.0754
8,"walking downstairs","tBodyGyro Z",0.1141,-0.1296
8,"walking upstairs","tBodyGyro Z",-0.0725,0.3375
8,"laying","tBodyGyroJerk X",-0.1064,-0.9699
8,"sitting","tBodyGyroJerk X",-0.0923,-0.9933
8,"standing","tBodyGyroJerk X",-0.0978,-0.9816
8,"walking","tBodyGyroJerk X",-0.1359,-0.2461
8,"walking downstairs","tBodyGyroJerk X",-0.0349,-0.2679
8,"walking upstairs","tBodyGyroJerk X",-0.1554,-0.4051
8,"laying","tBodyGyroJerk Y",-0.039,-0.9742
8,"sitting","tBodyGyroJerk Y",-0.0403,-0.9889
8,"standing","tBodyGyroJerk Y",-0.0485,-0.9855
8,"walking","tBodyGyroJerk Y",-0.0315,-0.4281
8,"walking downstairs","tBodyGyroJerk Y",-0.0535,-0.0705
8,"walking upstairs","tBodyGyroJerk Y",-0.0279,-0.4247
8,"laying","tBodyGyroJerk Z",-0.0694,-0.9876
8,"sitting","tBodyGyroJerk Z",-0.0446,-0.9852
8,"standing","tBodyGyroJerk Z",-0.0478,-0.9893
8,"walking","tBodyGyroJerk Z",-0.0523,-0.3884
8,"walking downstairs","tBodyGyroJerk Z",-0.0868,-0.1896
8,"walking upstairs","tBodyGyroJerk Z",-0.0534,-0.4304
8,"laying","tBodyAccMag",-0.9353,-0.9133
8,"sitting","tBodyAccMag",-0.9521,-0.9299
8,"standing","tBodyAccMag",-0.9538,-0.9372
8,"walking","tBodyAccMag",0.0517,-0.1804
8,"walking downstairs","tBodyAccMag",0.1766,0.1313
8,"walking upstairs","tBodyAccMag",0.121,-0.2272
8,"laying","tGravityAccMag",-0.9353,-0.9133
8,"sitting","tGravityAccMag",-0.9521,-0.9299
8,"standing","tGravityAccMag",-0.9538,-0.9372
8,"walking","tGravityAccMag",0.0517,-0.1804
8,"walking downstairs","tGravityAccMag",0.1766,0.1313
8,"walking upstairs","tGravityAccMag",0.121,-0.2272
8,"laying","tBodyAccJerkMag",-0.9731,-0.963
8,"sitting","tBodyAccJerkMag",-0.9861,-0.9807
8,"standing","tBodyAccJerkMag",-0.9849,-0.9799
8,"walking","tBodyAccJerkMag",-0.0668,-0.1846
8,"walking downstairs","tBodyAccJerkMag",0.2626,0.2534
8,"walking upstairs","tBodyAccJerkMag",-0.1415,-0.2283
8,"laying","tBodyGyroMag",-0.9243,-0.9325
8,"sitting","tBodyGyroMag",-0.9327,-0.953
8,"standing","tBodyGyroMag",-0.9528,-0.9532
8,"walking","tBodyGyroMag",-0.0031,-0.2387
8,"walking downstairs","tBodyGyroMag",0.0993,-0.0466
8,"walking upstairs","tBodyGyroMag",0.1664,-0.1093
8,"laying","tBodyGyroJerkMag",-0.9784,-0.969
8,"sitting","tBodyGyroJerkMag",-0.9918,-0.9868
8,"standing","tBodyGyroJerkMag",-0.9876,-0.9825
8,"walking","tBodyGyroJerkMag",-0.3391,-0.503
8,"walking downstairs","tBodyGyroJerkMag",-0.1262,-0.1575
8,"walking upstairs","tBodyGyroJerkMag",-0.4007,-0.494
8,"laying","fBodyAcc X",-0.9535,-0.9401
8,"sitting","fBodyAcc X",-0.9811,-0.9783
8,"standing","fBodyAcc X",-0.9882,-0.9892
8,"walking","fBodyAcc X",-0.2474,-0.1484
8,"walking downstairs","fBodyAcc X",0.1366,-0.026
8,"walking upstairs","fBodyAcc X",-0.1664,-0.1753
8,"laying","fBodyAcc Y",-0.9518,-0.9312
8,"sitting","fBodyAcc Y",-0.9442,-0.9238
8,"standing","fBodyAcc Y",-0.95,-0.9362
8,"walking","fBodyAcc Y",0.317,0.3248
8,"walking downstairs","fBodyAcc Y",0.3884,0.2322
8,"walking upstairs","fBodyAcc Y",0.2634,0.3054
8,"laying","fBodyAcc Z",-0.9443,-0.9311
8,"sitting","fBodyAcc Z",-0.9594,-0.9339
8,"standing","fBodyAcc Z",-0.9504,-0.9197
8,"walking","fBodyAcc Z",-0.2386,-0.1584
8,"walking downstairs","fBodyAcc Z",0.1596,0.0215
8,"walking upstairs","fBodyAcc Z",-0.0729,0.1338
8,"laying","fBodyAccJerk X",-0.9731,-0.976
8,"sitting","fBodyAccJerk X",-0.985,-0.9869
8,"standing","fBodyAccJerk X",-0.989,-0.9904
8,"walking","fBodyAccJerk X",-0.3112,-0.2714
8,"walking downstairs","fBodyAccJerk X",0.2148,0.1727
8,"walking upstairs","fBodyAccJerk X",-0.2003,-0.2473
8,"laying","fBodyAccJerk Y",-0.9759,-0.9792
8,"sitting","fBodyAccJerk Y",-0.9802,-0.983
8,"standing","fBodyAccJerk Y",-0.9762,-0.9786
8,"walking","fBodyAccJerk Y",0.0797,0.3159
8,"walking downstairs","fBodyAccJerk Y",0.2206,0.2739
8,"walking upstairs","fBodyAccJerk Y",-0.0258,-0.0701
8,"laying","fBodyAccJerk Z",-0.9621,-0.9687
8,"sitting","fBodyAccJerk Z",-0.983,-0.9862
8,"standing","fBodyAccJerk Z",-0.9795,-0.9845
8,"walking","fBodyAccJerk Z",-0.3616,-0.4045
8,"walking downstairs","fBodyAccJerk Z",0.0586,-0.0847
8,"walking upstairs","fBodyAccJerk Z",-0.3867,-0.5082
8,"laying","fBodyGyro X",-0.9579,-0.9678
8,"sitting","fBodyGyro X",-0.9822,-0.9853
8,"standing","fBodyGyro X",-0.9697,-0.9742
8,"walking","fBodyGyro X",-0.1021,-0.2343
8,"walking downstairs","fBodyGyro X",-0.1307,-0.3027
8,"walking upstairs","fBodyGyro X",-0.2403,-0.41
8,"laying","fBodyGyro Y",-0.9574,-0.9503
8,"sitting","fBodyGyro Y",-0.9766,-0.9689
8,"standing","fBodyGyro Y",-0.9726,-0.9681
8,"walking","fBodyGyro Y",-0.2597,-0.1908
8,"walking downstairs","fBodyGyro Y",0.1161,-0.0461
8,"walking upstairs","fBodyGyro Y",-0.1132,-0.0479
8,"laying","fBodyGyro Z",-0.9675,-0.9707
8,"sitting","fBodyGyro Z",-0.9618,-0.9626
8,"standing","fBodyGyro Z",-0.9755,-0.976
8,"walking","fBodyGyro Z",-0.1329,-0.143
8,"walking downstairs","fBodyGyro Z",0.0277,-0.2683
8,"walking upstairs","fBodyGyro Z",0.166,0.2632
8,"laying","fBodyAccMag",-0.9323,-0.9173
8,"sitting","fBodyAccMag",-0.948,-0.9317
8,"standing","fBodyAccMag",-0.9537,-0.9386
8,"walking","fBodyAccMag",-0.0952,-0.3608
8,"walking downstairs","fBodyAccMag",0.3016,-0.1561
8,"walking upstairs","fBodyAccMag",-0.1303,-0.4093
8,"laying","fBodyBodyAccJerkMag",-0.9618,-0.9638
8,"sitting","fBodyBodyAccJerkMag",-0.9809,-0.9793
8,"standing","fBodyBodyAccJerkMag",-0.9797,-0.9791
8,"walking","fBodyBodyAccJerkMag",-0.1238,-0.2764
8,"walking downstairs","fBodyBodyAccJerkMag",0.3315,0.1347
8,"walking upstairs","fBodyBodyAccJerkMag",-0.1319,-0.3793
8,"laying","fBodyBodyGyroMag",-0.9445,-0.9368
8,"sitting","fBodyBodyGyroMag",-0.9658,-0.9533
8,"standing","fBodyBodyGyroMag",-0.9646,-0.9541
8,"walking","fBodyBodyGyroMag",-0.3012,-0.3275
8,"walking downstairs","fBodyBodyGyroMag",-4e-04,-0.2556
8,"walking upstairs","fBodyBodyGyroMag",-0.2296,-0.1833
8,"laying","fBodyBodyGyroJerkMag",-0.9684,-0.9718
8,"sitting","fBodyBodyGyroJerkMag",-0.9877,-0.9861
8,"standing","fBodyBodyGyroJerkMag",-0.9837,-0.9818
8,"walking","fBodyBodyGyroJerkMag",-0.473,-0.5812
8,"walking downstairs","fBodyBodyGyroJerkMag",-0.1252,-0.263
8,"walking upstairs","fBodyBodyGyroJerkMag",-0.4633,-0.5757
9,"laying","tBodyAcc X",0.2592,-0.9423
9,"sitting","tBodyAcc X",0.2483,-0.9572
9,"standing","tBodyAcc X",0.2823,-0.9757
9,"walking","tBodyAcc X",0.2785,-0.2384
9,"walking downstairs","tBodyAcc X",0.2959,0.2134
9,"walking upstairs","tBodyAcc X",0.2624,-0.3614
9,"laying","tBodyAcc Y",-0.0205,-0.9163
9,"sitting","tBodyAcc Y",-0.027,-0.8751
9,"standing","tBodyAcc Y",-0.02,-0.9386
9,"walking","tBodyAcc Y",-0.0181,-0.2017
9,"walking downstairs","tBodyAcc Y",-0.0204,-0.2083
9,"walking upstairs","tBodyAcc Y",-0.0195,-0.3022
9,"laying","tBodyAcc Z",-0.1075,-0.9407
9,"sitting","tBodyAcc Z",-0.0754,-0.832
9,"standing","tBodyAcc Z",-0.0953,-0.9193
9,"walking","tBodyAcc Z",-0.1108,-0.058
9,"walking downstairs","tBodyAcc Z",-0.091,-0.0077
9,"walking upstairs","tBodyAcc Z",-0.1252,-0.2534
9,"laying","tGravityAcc X",-0.5803,-0.9218
9,"sitting","tGravityAcc X",0.9163,-0.9553
9,"standing","tGravityAcc X",0.9613,-0.9891
9,"walking","tGravityAcc X",0.9519,-0.981
9,"walking downstairs","tGravityAcc X",0.9384,-0.9521
9,"walking upstairs","tGravityAcc X",0.9026,-0.9544
9,"laying","tGravityAcc Y",-0.1192,-0.97
9,"sitting","tGravityAcc Y",-0.0414,-0.9465
9,"standing","tGravityAcc Y",-0.0104,-0.9726
9,"walking","tGravityAcc Y",-0.0314,-0.9712
9,"walking downstairs","tGravityAcc Y",-0.0352,-0.9363
9,"walking upstairs","tGravityAcc Y",-0.0378,-0.9013
9,"laying","tGravityAcc Z",0.9579,-0.9712
9,"sitting","tGravityAcc Z",0.0853,-0.8859
9,"standing","tGravityAcc Z",0.0091,-0.9322
9,"walking","tGravityAcc Z",-0.1159,-0.9555
9,"walking downstairs","tGravityAcc Z",-0.0823,-0.8766
9,"walking upstairs","tGravityAcc Z",-0.266,-0.8941
9,"laying","tBodyAccJerk X",0.0881,-0.9647
9,"sitting","tBodyAccJerk X",0.077,-0.9645
9,"standing","tBodyAccJerk X",0.076,-0.97
9,"walking","tBodyAccJerk X",0.0704,-0.2067
9,"walking downstairs","tBodyAccJerk X",0.1302,0.0176
9,"walking upstairs","tBodyAccJerk X",0.0692,-0.3353
9,"laying","tBodyAccJerk Y",0.0116,-0.964
9,"sitting","tBodyAccJerk Y",0.0098,-0.9568
9,"standing","tBodyAccJerk Y",0.0131,-0.9638
9,"walking","tBodyAccJerk Y",0.0212,-0.2769
9,"walking downstairs","tBodyAccJerk Y",-0.0207,-0.3094
9,"walking upstairs","tBodyAccJerk Y",0.0013,-0.5861
9,"laying","tBodyAccJerk Z",-0.0071,-0.9586
9,"sitting","tBodyAccJerk Z",-0.0087,-0.9619
9,"standing","tBodyAccJerk Z",-0.0047,-0.9706
9,"walking","tBodyAccJerk Z",0.0041,-0.4098
9,"walking downstairs","tBodyAccJerk Z",0.0026,-0.3595
9,"walking upstairs","tBodyAccJerk Z",0.0077,-0.6473
9,"laying","tBodyGyro X",-0.0136,-0.9422
9,"sitting","tBodyGyro X",-0.0423,-0.959
9,"standing","tBodyGyro X",-0.0292,-0.922
9,"walking","tBodyGyro X",-0.0808,-0.4762
9,"walking downstairs","tBodyGyro X",-0.0916,-0.3964
9,"walking upstairs","tBodyGyro X",-0.164,-0.344
9,"laying","tBodyGyro Y",-0.1589,-0.9266
9,"sitting","tBodyGyro Y",-0.0414,-0.9192
9,"standing","tBodyGyro Y",-0.0608,-0.946
9,"walking","tBodyGyro Y",-0.0626,-0.4671
9,"walking downstairs","tBodyGyro Y",-0.0713,-0.3408
9,"walking upstairs","tBodyGyro Y",-0.0413,-0.4009
9,"laying","tBodyGyro Z",0.1013,-0.9616
9,"sitting","tBodyGyro Z",0.0808,-0.9302
9,"standing","tBodyGyro Z",0.0992,-0.9399
9,"walking","tBodyGyro Z",0.1116,-0.2657
9,"walking downstairs","tBodyGyro Z",0.1168,-0.2797
9,"walking upstairs","tBodyGyro Z",0.1457,-0.1382
9,"laying","tBodyGyroJerk X",-0.1038,-0.9453
9,"sitting","tBodyGyroJerk X",-0.0931,-0.9645
9,"standing","tBodyGyroJerk X",-0.0959,-0.9491
9,"walking","tBodyGyroJerk X",-0.0809,-0.527
9,"walking downstairs","tBodyGyroJerk X",-0.0946,-0.5097
9,"walking upstairs","tBodyGyroJerk X",-0.0685,-0.6604
9,"laying","tBodyGyroJerk Y",-0.0276,-0.9622
9,"sitting","tBodyGyroJerk Y",-0.0467,-0.9719
9,"standing","tBodyGyroJerk Y",-0.0419,-0.975
9,"walking","tBodyGyroJerk Y",-0.0356,-0.5492
9,"walking downstairs","tBodyGyroJerk Y",-0.0598,-0.4486
9,"walking upstairs","tBodyGyroJerk Y",-0.0303,-0.7086
9,"laying","tBodyGyroJerk Z",-0.0569,-0.9771
9,"sitting","tBodyGyroJerk Z",-0.0528,-0.9687
9,"standing","tBodyGyroJerk Z",-0.0576,-0.9697
9,"walking","tBodyGyroJerk Z",-0.0633,-0.4579
9,"walking downstairs","tBodyGyroJerk Z",-0.0678,-0.4172
9,"walking upstairs","tBodyGyroJerk Z",-0.0236,-0.6571
9,"laying","tBodyAccMag",-0.9309,-0.9151
9,"sitting","tBodyAccMag",-0.8934,-0.8638
9,"standing","tBodyAccMag",-0.9452,-0.9361
9,"walking","tBodyAccMag",-0.0981,-0.3794
9,"walking downstairs","tBodyAccMag",0.1459,0.2651
9,"walking upstairs","tBodyAccMag",-0.2607,-0.4002
9,"laying","tGravityAccMag",-0.9309,-0.9151
9,"sitting","tGravityAccMag",-0.8934,-0.8638
9,"standing","tGravityAccMag",-0.9452,-0.9361
9,"walking","tGravityAccMag",-0.0981,-0.3794
9,"walking downstairs","tGravityAccMag",0.1459,0.2651
9,"walking upstairs","tGravityAccMag",-0.2607,-0.4002
9,"laying","tBodyAccJerkMag",-0.9634,-0.955
9,"sitting","tBodyAccJerkMag",-0.9644,-0.9518
9,"standing","tBodyAccJerkMag",-0.9695,-0.9638
9,"walking","tBodyAccJerkMag",-0.2037,-0.3171
9,"walking downstairs","tBodyAccJerkMag",-0.1624,0.0399
9,"walking upstairs","tBodyAccJerkMag",-0.4407,-0.4455
9,"laying","tBodyGyroMag",-0.9071,-0.8986
9,"sitting","tBodyGyroMag",-0.9032,-0.9066
9,"standing","tBodyGyroMag",-0.921,-0.9083
9,"walking","tBodyGyroMag",-0.2945,-0.4897
9,"walking downstairs","tBodyGyroMag",-0.1689,-0.3223
9,"walking upstairs","tBodyGyroMag",-0.0833,-0.4258
9,"laying","tBodyGyroJerkMag",-0.9645,-0.9528
9,"sitting","tBodyGyroJerkMag",-0.9734,-0.9664
9,"standing","tBodyGyroJerkMag",-0.9698,-0.9653
9,"walking","tBodyGyroJerkMag",-0.5103,-0.5999
9,"walking downstairs","tBodyGyroJerkMag",-0.469,-0.4559
9,"walking upstairs","tBodyGyroJerkMag",-0.6728,-0.7487
9,"laying","fBodyAcc X",-0.9469,-0.941
9,"sitting","fBodyAcc X",-0.9594,-0.9569
9,"standing","fBodyAcc X",-0.9717,-0.9776
9,"walking","fBodyAcc X",-0.2947,-0.218
9,"walking downstairs","fBodyAcc X",0.1031,0.2505
9,"walking upstairs","fBodyAcc X",-0.3427,-0.3698
9,"laying","fBodyAcc Y",-0.9344,-0.9128
9,"sitting","fBodyAcc Y",-0.9117,-0.8676
9,"standing","fBodyAcc Y",-0.9448,-0.9388
9,"walking","fBodyAcc Y",-0.2577,-0.224
9,"walking downstairs","fBodyAcc Y",-0.1831,-0.2736
9,"walking upstairs","fBodyAcc Y",-0.405,-0.2976
9,"laying","fBodyAcc Z",-0.9459,-0.942
9,"sitting","fBodyAcc Z",-0.8922,-0.818
9,"standing","fBodyAcc Z",-0.9417,-0.9139
9,"walking","fBodyAcc Z",-0.2508,-0.0338
9,"walking downstairs","fBodyAcc Z",-0.1037,-0.0349
9,"walking upstairs","fBodyAcc Z",-0.3847,-0.2441
9,"laying","fBodyAccJerk X",-0.9643,-0.9686
9,"sitting","fBodyAccJerk X",-0.9656,-0.9667
9,"standing","fBodyAccJerk X",-0.9713,-0.9713
9,"walking","fBodyAccJerk X",-0.3143,-0.1702
9,"walking downstairs","fBodyAccJerk X",-0.0645,0.0094
9,"walking upstairs","fBodyAccJerk X",-0.402,-0.3274
9,"laying","fBodyAccJerk Y",-0.9641,-0.9666
9,"sitting","fBodyAccJerk Y",-0.958,-0.9585
9,"standing","fBodyAccJerk Y",-0.9626,-0.9682
9,"walking","fBodyAccJerk Y",-0.3677,-0.2284
9,"walking downstairs","fBodyAccJerk Y",-0.3136,-0.356
9,"walking upstairs","fBodyAccJerk Y",-0.6085,-0.5901
9,"laying","fBodyAccJerk Z",-0.9559,-0.9597
9,"sitting","fBodyAccJerk Z",-0.9575,-0.9649
9,"standing","fBodyAccJerk Z",-0.9671,-0.9726
9,"walking","fBodyAccJerk Z",-0.3995,-0.4191
9,"walking downstairs","fBodyAccJerk Z",-0.2937,-0.4254
9,"walking upstairs","fBodyAccJerk Z",-0.6151,-0.6778
9,"laying","fBodyGyro X",-0.9303,-0.9464
9,"sitting","fBodyGyro X",-0.9503,-0.9618
9,"standing","fBodyGyro X",-0.917,-0.9247
9,"walking","fBodyGyro X",-0.3837,-0.5074
9,"walking downstairs","fBodyGyro X",-0.325,-0.4236
9,"walking upstairs","fBodyGyro X",-0.3139,-0.3616
9,"laying","fBodyGyro Y",-0.9346,-0.9231
9,"sitting","fBodyGyro Y",-0.9397,-0.9106
9,"standing","fBodyGyro Y",-0.9545,-0.942
9,"walking","fBodyGyro Y",-0.4369,-0.491
9,"walking downstairs","fBodyGyro Y",-0.3125,-0.3643
9,"walking upstairs","fBodyGyro Y",-0.4992,-0.352
9,"laying","fBodyGyro Z",-0.9598,-0.9657
9,"sitting","fBodyGyro Z",-0.9403,-0.9342
9,"standing","fBodyGyro Z",-0.9415,-0.9449
9,"walking","fBodyGyro Z",-0.2402,-0.3424
9,"walking downstairs","fBodyGyro Z",-0.2507,-0.3566
9,"walking upstairs","fBodyGyro Z",-0.3277,-0.1656
9,"laying","fBodyAccMag",-0.9266,-0.9219
9,"sitting","fBodyAccMag",-0.8977,-0.8692
